task,condition,test,number_id,value,id,target,set,label,range_min,range_max,Unique_ID,ID
Arbeitslosigkeit,Round,Question,1,100000,3,90000,1,89881,80892.9,98869.1,3 1 Round,jLxAgOk0Lc
Arbeitslosigkeit,Round,Question,2,30000,3,2500,1,2280,2052,2508,3 2 Round,jLxAgOk0Lc
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,jLxAgOk0Lc
Urteile,Round,Question,2,3000,4,2000,1,1945,1750.5,2139.5,4 2 Round,jLxAgOk0Lc
Geographie,Round,Test,1,15,5,17.5,1,17.2,15.48,18.92,5 1 Round,jLxAgOk0Lc
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,jLxAgOk0Lc
Urteile,Round,Test,1,3,4,2,1,1.9,1.71,2.09,4 1 Round,jLxAgOk0Lc
Geographie,Precise,Question,1,40000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,hSaO23IP72
Geographie,Precise,Question,2,7000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,hSaO23IP72
Arbeitslosigkeit,Precise,Question,1,100000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,hSaO23IP72
Arbeitslosigkeit,Precise,Question,2,1200,3,2280,1,2280,2052,2508,3 2 Precise,hSaO23IP72
Urteile,Precise,Question,1,12000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,hSaO23IP72
Urteile,Precise,Question,2,120,4,1945,1,1945,1750.5,2139.5,4 2 Precise,hSaO23IP72
Geographie,Precise,Test,1,20,5,17.2,1,17.2,15.48,18.92,5 1 Precise,hSaO23IP72
Arbeitslosigkeit,Precise,Test,1,10,3,2.5,1,2.5,2.25,2.75,3 1 Precise,hSaO23IP72
Urteile,Precise,Test,1,20,4,1.9,1,1.9,1.71,2.09,4 1 Precise,hSaO23IP72
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,pd8kE1ITXc
Geographie,Round,Question,2,120000,5,7000,1,7105,6394.5,7815.5,5 2 Round,pd8kE1ITXc
Arbeitslosigkeit,Round,Question,1,1000,3,90000,1,89881,80892.9,98869.1,3 1 Round,pd8kE1ITXc
Arbeitslosigkeit,Round,Question,2,2000,3,2500,1,2280,2052,2508,3 2 Round,pd8kE1ITXc
Urteile,Round,Question,1,10000,4,100000,1,103156,92840.4,113471.6,4 1 Round,pd8kE1ITXc
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,pd8kE1ITXc
Geographie,Round,Test,1,40,5,17.5,1,17.2,15.48,18.92,5 1 Round,pd8kE1ITXc
Arbeitslosigkeit,Round,Test,1,30,3,2.8,1,2.5,2.25,2.75,3 1 Round,pd8kE1ITXc
Urteile,Round,Test,1,50,4,2,1,1.9,1.71,2.09,4 1 Round,pd8kE1ITXc
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,U7MZof2SwU
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,U7MZof2SwU
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,U7MZof2SwU
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,U7MZof2SwU
Arztpraxen,Round,Question,1,22000,1,25000,2,25439,22895.1,27982.9,1 1 Round,U7MZof2SwU
Arztpraxen,Round,Question,2,16000,1,19000,2,19004,17103.6,20904.4,1 2 Round,U7MZof2SwU
Gotthardtunnel,Round,Test,1,20,2,13.5,2,13.3,11.97,14.63,2 1 Round,U7MZof2SwU
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,U7MZof2SwU
Arztpraxen,Round,Test,1,40,1,76,2,74.7,67.23,82.17,1 1 Round,U7MZof2SwU
Geographie,Precise,Question,1,46000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,sgwLhXHKwi
Geographie,Precise,Question,2,3000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,sgwLhXHKwi
Arbeitslosigkeit,Precise,Question,1,10000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,sgwLhXHKwi
Arbeitslosigkeit,Precise,Question,2,1900,3,2280,1,2280,2052,2508,3 2 Precise,sgwLhXHKwi
Urteile,Precise,Question,1,21000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,sgwLhXHKwi
Urteile,Precise,Question,2,1900,4,1945,1,1945,1750.5,2139.5,4 2 Precise,sgwLhXHKwi
Geographie,Precise,Test,1,33,5,17.2,1,17.2,15.48,18.92,5 1 Precise,sgwLhXHKwi
Arbeitslosigkeit,Precise,Test,1,1,3,2.5,1,2.5,2.25,2.75,3 1 Precise,sgwLhXHKwi
Urteile,Precise,Test,1,15,4,1.9,1,1.9,1.71,2.09,4 1 Precise,sgwLhXHKwi
Gotthardtunnel,Precise,Question,1,16900,2,16942,2,16942,15247.8,18636.2,2 1 Precise,CnY3za6CiJ
Gotthardtunnel,Precise,Question,2,2300,2,2257,2,2257,2031.3,2482.7,2 2 Precise,CnY3za6CiJ
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,CnY3za6CiJ
Umsatzlöhne,Precise,Question,2,3700,6,3750,2,3750,3375,4125,6 2 Precise,CnY3za6CiJ
Arztpraxen,Precise,Question,1,25000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,CnY3za6CiJ
Arztpraxen,Precise,Question,2,19000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,CnY3za6CiJ
Gotthardtunnel,Precise,Test,1,25,2,13.3,2,13.3,11.97,14.63,2 1 Precise,CnY3za6CiJ
Umsatzlöhne,Precise,Test,1,25,6,22.7,2,22.7,20.43,24.97,6 1 Precise,CnY3za6CiJ
Arztpraxen,Precise,Test,1,75,1,74.7,2,74.7,67.23,82.17,1 1 Precise,CnY3za6CiJ
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,qXEhFADPjQ
Geographie,Round,Question,2,2000,5,7000,1,7105,6394.5,7815.5,5 2 Round,qXEhFADPjQ
Arbeitslosigkeit,Round,Question,1,1900,3,90000,1,89881,80892.9,98869.1,3 1 Round,qXEhFADPjQ
Arbeitslosigkeit,Round,Question,2,200,3,2500,1,2280,2052,2508,3 2 Round,qXEhFADPjQ
Urteile,Round,Question,1,190,4,100000,1,103156,92840.4,113471.6,4 1 Round,qXEhFADPjQ
Urteile,Round,Question,2,10,4,2000,1,1945,1750.5,2139.5,4 2 Round,qXEhFADPjQ
Geographie,Round,Test,1,18,5,17.5,1,17.2,15.48,18.92,5 1 Round,qXEhFADPjQ
Arbeitslosigkeit,Round,Test,1,20,3,2.8,1,2.5,2.25,2.75,3 1 Round,qXEhFADPjQ
Urteile,Round,Test,1,10,4,2,1,1.9,1.71,2.09,4 1 Round,qXEhFADPjQ
Gotthardtunnel,Precise,Question,1,6750,2,16942,2,16942,15247.8,18636.2,2 1 Precise,CJb4VDIvaj
Gotthardtunnel,Precise,Question,2,1230,2,2257,2,2257,2031.3,2482.7,2 2 Precise,CJb4VDIvaj
Umsatzlöhne,Precise,Question,1,12000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,CJb4VDIvaj
Umsatzlöhne,Precise,Question,2,3700,6,3750,2,3750,3375,4125,6 2 Precise,CJb4VDIvaj
Arztpraxen,Precise,Question,1,7000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,CJb4VDIvaj
Arztpraxen,Precise,Question,2,1000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,CJb4VDIvaj
Gotthardtunnel,Precise,Test,1,30,2,13.3,2,13.3,11.97,14.63,2 1 Precise,CJb4VDIvaj
Umsatzlöhne,Precise,Test,1,60,6,22.7,2,22.7,20.43,24.97,6 1 Precise,CJb4VDIvaj
Arztpraxen,Precise,Test,1,40,1,74.7,2,74.7,67.23,82.17,1 1 Precise,CJb4VDIvaj
Gotthardtunnel,Precise,Question,1,12000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,FRPhJiq2JX
Gotthardtunnel,Precise,Question,2,17000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,FRPhJiq2JX
Umsatzlöhne,Precise,Question,1,4500,6,16553,2,16553,14897.7,18208.3,6 1 Precise,FRPhJiq2JX
Umsatzlöhne,Precise,Question,2,3750,6,3750,2,3750,3375,4125,6 2 Precise,FRPhJiq2JX
Arztpraxen,Precise,Question,1,7000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,FRPhJiq2JX
Arztpraxen,Precise,Question,2,3000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,FRPhJiq2JX
Gotthardtunnel,Precise,Test,1,20,2,13.3,2,13.3,11.97,14.63,2 1 Precise,FRPhJiq2JX
Umsatzlöhne,Precise,Test,1,80,6,22.7,2,22.7,20.43,24.97,6 1 Precise,FRPhJiq2JX
Arztpraxen,Precise,Test,1,60,1,74.7,2,74.7,67.23,82.17,1 1 Precise,FRPhJiq2JX
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,IiwCKfV7og
Geographie,Precise,Question,2,7100,5,7105,1,7105,6394.5,7815.5,5 2 Precise,IiwCKfV7og
Arbeitslosigkeit,Precise,Question,1,100000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,IiwCKfV7og
Arbeitslosigkeit,Precise,Question,2,1000,3,2280,1,2280,2052,2508,3 2 Precise,IiwCKfV7og
Urteile,Precise,Question,1,8000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,IiwCKfV7og
Urteile,Precise,Question,2,3000,4,1945,1,1945,1750.5,2139.5,4 2 Precise,IiwCKfV7og
Geographie,Precise,Test,1,7,5,17.2,1,17.2,15.48,18.92,5 1 Precise,IiwCKfV7og
Arbeitslosigkeit,Precise,Test,1,13,3,2.5,1,2.5,2.25,2.75,3 1 Precise,IiwCKfV7og
Urteile,Precise,Test,1,12,4,1.9,1,1.9,1.71,2.09,4 1 Precise,IiwCKfV7og
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,XTlSgN6fHf
Gotthardtunnel,Round,Question,2,2100,2,2300,2,2257,2031.3,2482.7,2 2 Round,XTlSgN6fHf
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,XTlSgN6fHf
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,XTlSgN6fHf
Arztpraxen,Round,Question,1,20000,1,25000,2,25439,22895.1,27982.9,1 1 Round,XTlSgN6fHf
Arztpraxen,Round,Question,2,14000,1,19000,2,19004,17103.6,20904.4,1 2 Round,XTlSgN6fHf
Umsatzlöhne,Round,Test,1,25,6,23.5,2,22.7,20.43,24.97,6 1 Round,XTlSgN6fHf
Arztpraxen,Round,Test,1,70,1,76,2,74.7,67.23,82.17,1 1 Round,XTlSgN6fHf
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,7ceR7dvnFV
Geographie,Precise,Question,2,7000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,7ceR7dvnFV
Arbeitslosigkeit,Precise,Question,1,90000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,7ceR7dvnFV
Arbeitslosigkeit,Precise,Question,2,200,3,2280,1,2280,2052,2508,3 2 Precise,7ceR7dvnFV
Urteile,Precise,Question,1,7000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,7ceR7dvnFV
Urteile,Precise,Question,2,700,4,1945,1,1945,1750.5,2139.5,4 2 Precise,7ceR7dvnFV
Geographie,Precise,Test,1,15,5,17.2,1,17.2,15.48,18.92,5 1 Precise,7ceR7dvnFV
Arbeitslosigkeit,Precise,Test,1,2,3,2.5,1,2.5,2.25,2.75,3 1 Precise,7ceR7dvnFV
Urteile,Precise,Test,1,20,4,1.9,1,1.9,1.71,2.09,4 1 Precise,7ceR7dvnFV
Gotthardtunnel,Precise,Question,1,16000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,43oxYwvo6c
Gotthardtunnel,Precise,Question,2,2200,2,2257,2,2257,2031.3,2482.7,2 2 Precise,43oxYwvo6c
Umsatzlöhne,Precise,Question,1,16000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,43oxYwvo6c
Umsatzlöhne,Precise,Question,2,3400,6,3750,2,3750,3375,4125,6 2 Precise,43oxYwvo6c
Arztpraxen,Precise,Question,1,24000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,43oxYwvo6c
Arztpraxen,Precise,Question,2,19000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,43oxYwvo6c
Gotthardtunnel,Precise,Test,1,25,2,13.3,2,13.3,11.97,14.63,2 1 Precise,43oxYwvo6c
Umsatzlöhne,Precise,Test,1,23,6,22.7,2,22.7,20.43,24.97,6 1 Precise,43oxYwvo6c
Arztpraxen,Precise,Test,1,75,1,74.7,2,74.7,67.23,82.17,1 1 Precise,43oxYwvo6c
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,hbAI1BNLPf
Gotthardtunnel,Round,Question,2,5000,2,2300,2,2257,2031.3,2482.7,2 2 Round,hbAI1BNLPf
Umsatzlöhne,Round,Question,1,5000,6,17000,2,16553,14897.7,18208.3,6 1 Round,hbAI1BNLPf
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,hbAI1BNLPf
Arztpraxen,Round,Question,1,2400,1,25000,2,25439,22895.1,27982.9,1 1 Round,hbAI1BNLPf
Arztpraxen,Round,Question,2,1600,1,19000,2,19004,17103.6,20904.4,1 2 Round,hbAI1BNLPf
Gotthardtunnel,Round,Test,1,30,2,13.5,2,13.3,11.97,14.63,2 1 Round,hbAI1BNLPf
Umsatzlöhne,Round,Test,1,5,6,23.5,2,22.7,20.43,24.97,6 1 Round,hbAI1BNLPf
Arztpraxen,Round,Test,1,50,1,76,2,74.7,67.23,82.17,1 1 Round,hbAI1BNLPf
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,yqy98kcpYP
Geographie,Round,Question,2,4000,5,7000,1,7105,6394.5,7815.5,5 2 Round,yqy98kcpYP
Arbeitslosigkeit,Round,Question,1,20000,3,90000,1,89881,80892.9,98869.1,3 1 Round,yqy98kcpYP
Arbeitslosigkeit,Round,Question,2,500,3,2500,1,2280,2052,2508,3 2 Round,yqy98kcpYP
Urteile,Round,Question,1,10000,4,100000,1,103156,92840.4,113471.6,4 1 Round,yqy98kcpYP
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,yqy98kcpYP
Geographie,Round,Test,1,10,5,17.5,1,17.2,15.48,18.92,5 1 Round,yqy98kcpYP
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,yqy98kcpYP
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,yqy98kcpYP
Gotthardtunnel,Precise,Question,1,25000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,cax4SPXFSB
Gotthardtunnel,Precise,Question,2,5000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,cax4SPXFSB
Umsatzlöhne,Precise,Question,1,12000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,cax4SPXFSB
Umsatzlöhne,Precise,Question,2,3400,6,3750,2,3750,3375,4125,6 2 Precise,cax4SPXFSB
Arztpraxen,Precise,Question,1,4000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,cax4SPXFSB
Arztpraxen,Precise,Question,2,8,1,19004,2,19004,17103.6,20904.4,1 2 Precise,cax4SPXFSB
Gotthardtunnel,Precise,Test,1,30,2,13.3,2,13.3,11.97,14.63,2 1 Precise,cax4SPXFSB
Umsatzlöhne,Precise,Test,1,30,6,22.7,2,22.7,20.43,24.97,6 1 Precise,cax4SPXFSB
Arztpraxen,Precise,Test,1,40,1,74.7,2,74.7,67.23,82.17,1 1 Precise,cax4SPXFSB
Geographie,Precise,Question,1,37000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,Vx7dxaVrMg
Geographie,Precise,Question,2,60000,5,7105,1,7105,6394.5,7815.5,5 2 Precise,Vx7dxaVrMg
Arbeitslosigkeit,Precise,Question,1,1999,3,89881,1,89881,80892.9,98869.1,3 1 Precise,Vx7dxaVrMg
Arbeitslosigkeit,Precise,Question,2,0.1,3,2280,1,2280,2052,2508,3 2 Precise,Vx7dxaVrMg
Urteile,Precise,Question,1,13000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,Vx7dxaVrMg
Urteile,Precise,Question,2,1700,4,1945,1,1945,1750.5,2139.5,4 2 Precise,Vx7dxaVrMg
Geographie,Precise,Test,1,17,5,17.2,1,17.2,15.48,18.92,5 1 Precise,Vx7dxaVrMg
Arbeitslosigkeit,Precise,Test,1,10,3,2.5,1,2.5,2.25,2.75,3 1 Precise,Vx7dxaVrMg
Urteile,Precise,Test,1,10,4,1.9,1,1.9,1.71,2.09,4 1 Precise,Vx7dxaVrMg
Gotthardtunnel,Precise,Question,1,16000,2,16942,2,16942,15247.8,18636.2,2 1 Precise,dKKy8Ntdct
Gotthardtunnel,Precise,Question,2,2000,2,2257,2,2257,2031.3,2482.7,2 2 Precise,dKKy8Ntdct
Umsatzlöhne,Precise,Question,1,10000,6,16553,2,16553,14897.7,18208.3,6 1 Precise,dKKy8Ntdct
Umsatzlöhne,Precise,Question,2,3500,6,3750,2,3750,3375,4125,6 2 Precise,dKKy8Ntdct
Arztpraxen,Precise,Question,1,6000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,dKKy8Ntdct
Arztpraxen,Precise,Question,2,6000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,dKKy8Ntdct
Gotthardtunnel,Precise,Test,1,25,2,13.3,2,13.3,11.97,14.63,2 1 Precise,dKKy8Ntdct
Umsatzlöhne,Precise,Test,1,30,6,22.7,2,22.7,20.43,24.97,6 1 Precise,dKKy8Ntdct
Arztpraxen,Precise,Test,1,90,1,74.7,2,74.7,67.23,82.17,1 1 Precise,dKKy8Ntdct
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,SsKa2LEMo1
Gotthardtunnel,Round,Question,2,2500,2,2300,2,2257,2031.3,2482.7,2 2 Round,SsKa2LEMo1
Umsatzlöhne,Round,Question,1,8000,6,17000,2,16553,14897.7,18208.3,6 1 Round,SsKa2LEMo1
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,SsKa2LEMo1
Arztpraxen,Round,Question,1,250,1,25000,2,25439,22895.1,27982.9,1 1 Round,SsKa2LEMo1
Arztpraxen,Round,Question,2,190,1,19000,2,19004,17103.6,20904.4,1 2 Round,SsKa2LEMo1
Gotthardtunnel,Round,Test,1,20,2,13.5,2,13.3,11.97,14.63,2 1 Round,SsKa2LEMo1
Umsatzlöhne,Round,Test,1,30,6,23.5,2,22.7,20.43,24.97,6 1 Round,SsKa2LEMo1
Arztpraxen,Round,Test,1,100,1,76,2,74.7,67.23,82.17,1 1 Round,SsKa2LEMo1
Geographie,Round,Question,1,90000,5,40000,1,41285,37156.5,45413.5,5 1 Round,PwrJz4ajA9
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,PwrJz4ajA9
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,PwrJz4ajA9
Arbeitslosigkeit,Round,Question,2,0.1,3,2500,1,2280,2052,2508,3 2 Round,PwrJz4ajA9
Urteile,Round,Question,1,10000,4,100000,1,103156,92840.4,113471.6,4 1 Round,PwrJz4ajA9
Urteile,Round,Question,2,3000,4,2000,1,1945,1750.5,2139.5,4 2 Round,PwrJz4ajA9
Geographie,Round,Test,1,18,5,17.5,1,17.2,15.48,18.92,5 1 Round,PwrJz4ajA9
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,PwrJz4ajA9
Urteile,Round,Test,1,1,4,2,1,1.9,1.71,2.09,4 1 Round,PwrJz4ajA9
Geographie,Precise,Question,1,41768,5,41285,1,41285,37156.5,45413.5,5 1 Precise,LF6F4ml3AA
Geographie,Precise,Question,2,7106,5,7105,1,7105,6394.5,7815.5,5 2 Precise,LF6F4ml3AA
Arbeitslosigkeit,Precise,Question,1,11000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,LF6F4ml3AA
Arbeitslosigkeit,Precise,Question,2,2,3,2280,1,2280,2052,2508,3 2 Precise,LF6F4ml3AA
Urteile,Precise,Question,1,7658,4,103156,1,103156,92840.4,113471.6,4 1 Precise,LF6F4ml3AA
Urteile,Precise,Question,2,1945,4,1945,1,1945,1750.5,2139.5,4 2 Precise,LF6F4ml3AA
Geographie,Precise,Test,1,15,5,17.2,1,17.2,15.48,18.92,5 1 Precise,LF6F4ml3AA
Arbeitslosigkeit,Precise,Test,1,2,3,2.5,1,2.5,2.25,2.75,3 1 Precise,LF6F4ml3AA
Urteile,Precise,Test,1,5,4,1.9,1,1.9,1.71,2.09,4 1 Precise,LF6F4ml3AA
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,LWDQWs7i3F
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,LWDQWs7i3F
Arbeitslosigkeit,Round,Question,1,90000,3,90000,1,89881,80892.9,98869.1,3 1 Round,LWDQWs7i3F
Arbeitslosigkeit,Round,Question,2,1000,3,2500,1,2280,2052,2508,3 2 Round,LWDQWs7i3F
Urteile,Round,Question,1,5000,4,100000,1,103156,92840.4,113471.6,4 1 Round,LWDQWs7i3F
Urteile,Round,Question,2,30,4,2000,1,1945,1750.5,2139.5,4 2 Round,LWDQWs7i3F
Geographie,Round,Test,1,6,5,17.5,1,17.2,15.48,18.92,5 1 Round,LWDQWs7i3F
Arbeitslosigkeit,Round,Test,1,2,3,2.8,1,2.5,2.25,2.75,3 1 Round,LWDQWs7i3F
Urteile,Round,Test,1,5,4,2,1,1.9,1.71,2.09,4 1 Round,LWDQWs7i3F
Gotthardtunnel,Round,Question,1,17500,2,17000,2,16942,15247.8,18636.2,2 1 Round,FqW1Yg1pxa
Gotthardtunnel,Round,Question,2,2300,2,2300,2,2257,2031.3,2482.7,2 2 Round,FqW1Yg1pxa
Umsatzlöhne,Round,Question,1,4500,6,17000,2,16553,14897.7,18208.3,6 1 Round,FqW1Yg1pxa
Umsatzlöhne,Round,Question,2,3000,6,4000,2,3750,3375,4125,6 2 Round,FqW1Yg1pxa
Arztpraxen,Round,Question,1,25000,1,25000,2,25439,22895.1,27982.9,1 1 Round,FqW1Yg1pxa
Arztpraxen,Round,Question,2,18000,1,19000,2,19004,17103.6,20904.4,1 2 Round,FqW1Yg1pxa
Gotthardtunnel,Round,Test,1,10,2,13.5,2,13.3,11.97,14.63,2 1 Round,FqW1Yg1pxa
Umsatzlöhne,Round,Test,1,60,6,23.5,2,22.7,20.43,24.97,6 1 Round,FqW1Yg1pxa
Arztpraxen,Round,Test,1,80,1,76,2,74.7,67.23,82.17,1 1 Round,FqW1Yg1pxa
Geographie,Precise,Question,1,41000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,C7vjmNRYyH
Geographie,Precise,Question,2,7100,5,7105,1,7105,6394.5,7815.5,5 2 Precise,C7vjmNRYyH
Arbeitslosigkeit,Precise,Question,1,20000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,C7vjmNRYyH
Arbeitslosigkeit,Precise,Question,2,1500,3,2280,1,2280,2052,2508,3 2 Precise,C7vjmNRYyH
Urteile,Precise,Question,1,15000,4,103156,1,103156,92840.4,113471.6,4 1 Precise,C7vjmNRYyH
Urteile,Precise,Question,2,1,4,1945,1,1945,1750.5,2139.5,4 2 Precise,C7vjmNRYyH
Geographie,Precise,Test,1,18,5,17.2,1,17.2,15.48,18.92,5 1 Precise,C7vjmNRYyH
Arbeitslosigkeit,Precise,Test,1,0,3,2.5,1,2.5,2.25,2.75,3 1 Precise,C7vjmNRYyH
Urteile,Precise,Test,1,3,4,1.9,1,1.9,1.71,2.09,4 1 Precise,C7vjmNRYyH
Geographie,Round,Question,1,40000,5,40000,1,41285,37156.5,45413.5,5 1 Round,M3jfvCapV8
Geographie,Round,Question,2,7000,5,7000,1,7105,6394.5,7815.5,5 2 Round,M3jfvCapV8
Arbeitslosigkeit,Round,Question,1,900000,3,90000,1,89881,80892.9,98869.1,3 1 Round,M3jfvCapV8
Arbeitslosigkeit,Round,Question,2,1000,3,2500,1,2280,2052,2508,3 2 Round,M3jfvCapV8
Urteile,Round,Question,1,100000,4,100000,1,103156,92840.4,113471.6,4 1 Round,M3jfvCapV8
Urteile,Round,Question,2,2000,4,2000,1,1945,1750.5,2139.5,4 2 Round,M3jfvCapV8
Geographie,Round,Test,1,14,5,17.5,1,17.2,15.48,18.92,5 1 Round,M3jfvCapV8
Arbeitslosigkeit,Round,Test,1,1,3,2.8,1,2.5,2.25,2.75,3 1 Round,M3jfvCapV8
Urteile,Round,Test,1,2,4,2,1,1.9,1.71,2.09,4 1 Round,M3jfvCapV8
Gotthardtunnel,Round,Question,1,17000,2,17000,2,16942,15247.8,18636.2,2 1 Round,DpOy5FBkEp
Gotthardtunnel,Round,Question,2,17061,2,2300,2,2257,2031.3,2482.7,2 2 Round,DpOy5FBkEp
Umsatzlöhne,Round,Question,1,17000,6,17000,2,16553,14897.7,18208.3,6 1 Round,DpOy5FBkEp
Umsatzlöhne,Round,Question,2,4000,6,4000,2,3750,3375,4125,6 2 Round,DpOy5FBkEp
Arztpraxen,Round,Question,1,19000,1,25000,2,25439,22895.1,27982.9,1 1 Round,DpOy5FBkEp
Arztpraxen,Round,Question,2,25000,1,19000,2,19004,17103.6,20904.4,1 2 Round,DpOy5FBkEp
Gotthardtunnel,Round,Test,1,17,2,13.5,2,13.3,11.97,14.63,2 1 Round,DpOy5FBkEp
Umsatzlöhne,Round,Test,1,24,6,23.5,2,22.7,20.43,24.97,6 1 Round,DpOy5FBkEp
Arztpraxen,Round,Test,1,70,1,76,2,74.7,67.23,82.17,1 1 Round,DpOy5FBkEp
Gotthardtunnel,Precise,Question,1,16200,2,16942,2,16942,15247.8,18636.2,2 1 Precise,EfrO5fDQzS
Gotthardtunnel,Precise,Question,2,2167,2,2257,2,2257,2031.3,2482.7,2 2 Precise,EfrO5fDQzS
Umsatzlöhne,Precise,Question,1,16500,6,16553,2,16553,14897.7,18208.3,6 1 Precise,EfrO5fDQzS
Umsatzlöhne,Precise,Question,2,3700,6,3750,2,3750,3375,4125,6 2 Precise,EfrO5fDQzS
Arztpraxen,Precise,Question,1,24000,1,25439,2,25439,22895.1,27982.9,1 1 Precise,EfrO5fDQzS
Arztpraxen,Precise,Question,2,18000,1,19004,2,19004,17103.6,20904.4,1 2 Precise,EfrO5fDQzS
Umsatzlöhne,Precise,Test,1,23,6,22.7,2,22.7,20.43,24.97,6 1 Precise,EfrO5fDQzS
Arztpraxen,Precise,Test,1,65,1,74.7,2,74.7,67.23,82.17,1 1 Precise,EfrO5fDQzS
Geographie,Precise,Question,1,80000,5,41285,1,41285,37156.5,45413.5,5 1 Precise,3DyiUFFH4p
Geographie,Precise,Question,2,7900,5,7105,1,7105,6394.5,7815.5,5 2 Precise,3DyiUFFH4p
Arbeitslosigkeit,Precise,Question,1,10000,3,89881,1,89881,80892.9,98869.1,3 1 Precise,3DyiUFFH4p
Arbeitslosigkeit,Precise,Question,2,1900,3,2280,1,2280,2052,2508,3 2 Precise,3DyiUFFH4p
